"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
4679,38568,"60773758","Lynsay Sands","A Quick Bite (Argeneau #1)",3.91,31557,33441,1366,1033,2379,7487,10154,12388,"vampires","romance","paranormal","romance","vampire"
4680,248682,"739439065","Nora Roberts","Key of Knowledge (Key Trilogy, #2)",4.09,26416,28888,594,158,975,6098,10514,11143,"romance","nora-roberts","fantasy","paranormal","fiction"
4681,144790,"312971230","Matthew Reilly","Ice Station (Shane Schofield, #1)",4.1,20605,22466,966,420,895,3873,8034,9244,"thriller","fiction","action","adventure","matthew-reilly"
4682,825508,"440217490","Ken Follett","A Dangerous Fortune",3.99,18219,24291,1239,221,887,5260,10352,7571,"historical-fiction","fiction","ken-follett","thriller","historical"
4683,27001,"143034359","Jasper Fforde","The Well of Lost Plots (Thursday Next #3)",4.09,28332,31822,1604,137,741,6322,13451,11171,"fantasy","humor","fiction","science fiction","mystery"
4684,25698,"553585975","Adam Smith","The Wealth of Nations",3.87,17180,20550,667,365,1331,5253,7277,6324,"economics","non-fiction","philosophy","classics","history"
4685,12872236,"61692042","Richard Ford","Canada",3.49,18396,21456,3213,885,2694,6618,7567,3692,"fiction","canada","contemporary-fiction","literary-fiction","contemporary"
4686,6628,"143037234","Jasper Fforde","The Big Over Easy (Nursery Crime, #1)",3.92,24870,27065,1986,417,1313,6292,10981,8062,"humor","jasper-fforde","comedy","funny","science fiction"
4687,519048,"689859376","Holly Black, Tony DiTerlizzi","The Seeing Stone (The Spiderwick Chronicles, #2)",3.87,29213,30364,1070,270,1555,8870,10716,8953,"fantasy","children","fiction","children","young adult"
4688,542389,"140284583","Antony Beevor","Stalingrad: The Fateful Siege, 1942–1943",4.29,18920,20577,669,149,374,2508,7916,9630,"history","non-fiction","war","wwii","military-history"
4689,6419566,"1421532018","Kyousuke Motomi","Beast Master, Vol. 1 (Beast Master, #1)",4.21,21692,21738,238,599,1064,3337,4810,11928,"graphic novels","romance","mangas","shoujo","graphic novels"
4690,191170,"743490096","Doreen Cronin, Betsy Lewin","Giggle, Giggle, Quack",4.19,22402,22766,351,264,836,4219,6418,11029,"picture-books","children","children","children","children"
4691,1624,"865471185","Beryl Markham","West with the Night",4.18,19738,21928,2226,268,712,3554,7631,9763,"non-fiction","memoir","biography","africa","non-fiction"
4692,2475251,"1594489866","Steven Galloway","The Cellist of Sarajevo",4.02,20403,23981,3148,188,921,4789,10513,7570,"fiction","historical-fiction","war","canadian","music"
4693,4066312,"312351666","Lisa Kleypas","Smooth Talking Stranger (Travises, #3)",4.17,28858,30829,1535,291,998,5222,11128,13190,"romance","contemporary-romance","contemporary","lisa-kleypas","chick-lit"
4694,9972053,"399157530","Betty White","If You Ask Me (And of Course You Won't)",3.65,22405,23426,2292,843,2269,7212,6985,6117,"non-fiction","biography","memoir","humor","non-fiction"
4695,31862,"872204200","René Descartes, Donald A. Cress","Discourse on Method and Meditations on First Philosophy",3.67,20522,21289,306,651,1997,6288,7044,5309,"philosophy","non-fiction","classics","non-fiction","french"
4696,5739373,"399155686","Daniel Silva","The Defector (Gabriel Allon, #9)",4.28,18927,21361,761,118,373,2743,8298,9829,"fiction","thriller","daniel-silva","mystery","espionage"
4697,12758317,"1451664125","John Irving","In One Person",3.65,18561,21588,3137,724,1843,6109,8396,4516,"fiction","lgbtq","john-irving","contemporary","literary-fiction"
4698,433533,"553269224","L.M. Montgomery","Rilla of Ingleside (Anne of Green Gables, #8)",4.16,29277,31379,1160,305,1311,5696,9945,14122,"classics","fiction","young adult","historical-fiction","classics"
4699,68143,"385721706","James Surowiecki","The Wisdom of Crowds",3.8,18457,19282,627,421,1364,5148,7135,5214,"non-fiction","business","economics","non-fiction","sociology"
4700,39033,"446612766","Douglas Preston, Lincoln Child","Still Life With Crows (Pendergast, #4)",4.18,22493,25021,1186,105,592,4260,9855,10209,"mystery","fiction","horror","pendergast","thriller"
4701,397860,"330376152","James Herbert","The Fog",3.87,19322,19894,294,376,1192,5239,6831,6256,"horror","fiction","james-herbert","thriller","science fiction"
4702,8676,"684845776","Anthony Robbins, Kenneth H. Blanchard, Jason Winters","Unlimited Power : The New Science Of Personal Achievement",4.21,18588,19679,381,361,725,3052,5911,9630,"self-help","self-help","self-help","psychology","non-fiction"
4703,7122034,"446554960","Douglas Preston, Lincoln Child","Fever Dream (Pendergast, #10)",4.09,21634,24196,1338,223,710,4491,10035,8737,"mystery","thriller","fiction","pendergast","preston-child"
4704,11395597,"307401243","Jeanette Winterson","Why Be Happy When You Could Be Normal?",3.94,19537,22096,2247,580,1359,4448,8189,7520,"memoir","non-fiction","biography","non-fiction","lgbtq"
4705,10193062,"312650094","Ann Aguirre","Outpost (Razorland, #2)",4.12,25650,27482,2003,335,958,4840,10417,10932,"dystopian","young adult","dystopian","young adult","zombies"
4706,18594409,"1608198065","Roz Chast","Can't We Talk about Something More Pleasant?",4.1,19118,19756,3156,803,842,2705,6635,8771,"graphic novels","memoir","graphic-novel","non-fiction","non-fiction"
4707,37847,"60987464","Marilyn Manson, Neil Strauss","The Long Hard Road Out of Hell",3.88,19011,20277,1034,631,1518,4598,6382,7148,"non-fiction","biography","music","memoir","autobiography"
4709,372638,"395137209","Bernard Waber","Lyle, Lyle, Crocodile",4.13,24284,24407,175,201,927,5305,7078,10896,"picture-books","children","children","children","children"
4710,10874177,"031619008X","Gail Carriger","Etiquette & Espionage (Finishing School, #1)",3.79,29821,34613,5256,1096,2352,8632,13038,9495,"young adult","steampunk","fantasy","young adult","historical-fiction"
4711,3018539,"151012741","José Saramago, Margaret Jull Costa","Death With Interruptions",3.97,12984,22302,2401,404,1174,4551,8709,7464,"fiction","fantasy","magical-realism","portugal","literature"
4712,58889,"590554085","Tamora Pierce","Sandry's Book (Circle of Magic, #1)",3.99,30169,31992,809,376,1573,7466,11106,11471,"fantasy","young adult","young adult","tamora-pierce","fiction"
4713,16431,"553589490","Dean Koontz","Sole Survivor",3.77,21203,23181,579,297,1476,7077,8668,5663,"dean-koontz","horror","fiction","thriller","koontz"
4714,27406704,"1501142534","Fredrik Backman, Henning Koch, سمانه پرهیزکاری","Britt-Marie Was Here",4.07,21737,29661,4613,267,965,5404,12936,10089,"fiction","contemporary","humor","audio","read-in-2016"
4715,44361,"031026345X","Rob Bell","Velvet Elvis: Repainting the Christian Faith",3.77,18071,19629,1022,1176,1550,4112,6538,6253,"christianity","non-fiction","theology","religion","christianity"
4716,210834,"140183523","Rudyard Kipling, Edward Said","Kim",3.72,23349,26764,1329,811,2302,7461,9137,7053,"classics","fiction","india","classics","historical-fiction"
4717,508413,"764224735","Beverly  Lewis","The Shunning (The Heritage of Lancaster County, #1)",4.13,20379,21421,774,259,890,3949,6976,9347,"christian-fiction","amish","fiction","christianity","beverly-lewis"
4718,15711341,"451464966","Anne Bishop","Written in Red (The Others, #1)",4.29,29502,33990,4294,605,1032,3822,11031,17500,"paranormal","vampires","fantasy","adult","werewolves"
4719,77378,"393311198","Nicholas Meyer","The Seven-Percent Solution",4.14,19334,19939,264,261,671,3692,6749,8566,"mystery","sherlock-holmes","historical-fiction","crime","mystery"
4720,319644,"439791464","Suzanne Collins","Gregor and the Marks of Secret (Underland Chronicles, #4)",4.21,23727,25671,1041,178,557,4117,9617,11202,"fantasy","young adult","fiction","adventure","young adult"
4721,3116205,"525950796","Timothy J. Keller","The Prodigal God: Recovering the Heart of the Christian Faith",4.39,20087,21613,1295,224,452,2163,6640,12134,"christianity","theology","non-fiction","christianity","non-fiction"
4722,44255,"679736042","Peter Mayle","Toujours Provence",4,21873,22335,371,157,798,5304,8767,7309,"travel","non-fiction","memoir","non-fiction","france"
4723,27398,"375759867","Jonathan Harr","The Lost Painting",3.71,18944,19555,769,1034,1900,4883,5545,6193,"non-fiction","art","history","non-fiction","art-history"
4724,16099189,"385534817","Chris Bohjalian","The Light in the Ruins",3.65,20519,22712,2863,551,1705,6951,9434,4071,"historical-fiction","fiction","mystery","italy","historical"
4725,13642929,"307594882","Sonia Sotomayor","My Beloved World",4.03,17742,20156,2789,510,769,3476,8242,7159,"non-fiction","memoir","biography","non-fiction","memoirs"
4726,226004,"812536355","Vernor Vinge","A Deepness in the Sky (Zones of Thought, #2)",4.32,21876,23477,741,174,543,2822,8081,11857,"science fiction","science fiction","fiction","science fiction","science fiction"
4727,18288,"521657296","Immanuel Kant, Paul Guyer, Allen W. Wood","Critique of Pure Reason",3.92,19521,21509,454,688,1489,4643,6790,7899,"philosophy","non-fiction","classics","non-fiction","german"
4728,16298,"1579126294","Agatha Christie","A Murder Is Announced (Miss Marple, #5)",3.96,25811,30212,1199,123,963,7616,12892,8618,"mystery","agatha-christie","fiction","crime","mystery"
4729,926908,"810909650","Rien Poortvliet, Wil Huygen","Gnomes",4.01,22584,23304,329,756,1388,4696,6450,10014,"fantasy","art","fiction","children","children"
4730,153193,"425197484","MaryJanice Davidson","Undead and Unemployed (Undead, #2)",3.93,29168,30748,858,370,1518,7953,10973,9934,"paranormal","romance","romance","vampire","urban-fantasy"
4731,1305,"055338368X","Steven Pressfield","Gates of Fire: An Epic Novel of the Battle of Thermopylae",4.4,17952,21093,1561,156,421,2190,6333,11993,"fiction","historical-fiction","history","historical","military"
4732,137098,"1416527265","Hester Browne","The Little Lady Agency (The Little Lady Agency, #1)",3.74,22562,23201,1019,835,1757,6253,8021,6335,"chick-lit","romance","fiction","chicklit","contemporary"
4733,385228,"140432078","John Stuart Mill","On Liberty",3.93,19604,21567,566,344,1201,5117,7759,7146,"non-fiction","philosophy","classics","non-fiction","history"
4734,22934446,"62225073","Alan Cumming","Not My Father's Son",4,11436,23330,3202,424,935,4437,9923,7611,"non-fiction","memoir","biography","non-fiction","audio"
4735,468070,"1401322433","Nigella Lawson","Nigella Express: Good Food, Fast",3.96,20034,20292,198,553,1078,4453,6801,7407,"food","food","food","non-fiction","cook-books"
4737,7863423,"044657161X","Jill Shalvis","Simply Irresistible (Lucky Harbor, #1)",3.92,27319,28849,1717,745,1545,6365,10778,9416,"romance","contemporary-romance","contemporary","chick-lit","jill-shalvis"
4738,16247792,"425266516","Sylvain Reynard","Gabriel's Redemption (Gabriel's Inferno, #3)",4.23,28331,31514,2648,484,1236,4764,9220,15810,"romance","contemporary-romance","contemporary","adult","sylvain-reynard"
4739,5989573,"1934964107","Bryan Lee O'Malley","Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",4.33,24936,26099,773,63,406,3250,9534,12846,"graphic novels","comics","cómics","graphic-novel","fiction"
4740,213233,"805082115","Atul Gawande","Better: A Surgeon's Notes on Performance",4.19,17109,19064,1579,90,390,2914,8043,7627,"non-fiction","non-fiction","medical","science","medicine"
4743,6441654,"470484233","Rebecca Housel, J. Jeremy Wisnewski, William Irwin","Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality",4.39,18027,18054,39,444,651,2157,2953,11849,"philosophy","non-fiction","vampires","twilight","fantasy"
4744,49176,"345032799","Eric Berne","Games People Play",3.81,17035,19189,596,415,1483,5128,6427,5736,"psychology","self-help","non-fiction","non-fiction","psych"
4745,18966322,"449818438","Brandon Sanderson","Mitosis (The Reckoners, #1.5)",3.87,17250,22181,1477,69,714,6245,10075,5078,"fantasy","young adult","science fiction","science fiction","short-stories"
4746,7186,"192836382","Alexandre Dumas fils, David Coward","La Dame aux Camélias",3.97,13562,22974,1132,307,1229,5312,8075,8051,"classics","fiction","romance","classics","french"
4747,11942639,"1595549633","Rachel Hauck","The Wedding Dress",3.83,16310,26267,1905,1150,2008,5888,8262,8959,"romance","christian-fiction","fiction","historical-fiction","christianity"
4748,206309,"786866020","Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard","Fish: A Proven Way to Boost Morale and Improve Results",3.92,19405,20340,770,466,1291,4735,6684,7164,"business","non-fiction","business","self-help","business"
4749,49250,"743449746","Stephen E. Ambrose","D-Day, June 6, 1944: The Battle for the Normandy Beaches",4.25,17875,19215,540,173,399,2593,7279,8771,"history","non-fiction","wwii","world-war-ii","war"
4750,7981456,"547251270","Linda Sue Park","A Long Walk to Water: Based on a True Story",4.23,21593,24076,3832,277,661,3284,8965,10889,"historical-fiction","young adult","africa","non-fiction","young adult"
4751,8811139,"61449180","Michael  Grant","Light (Gone, #6)",4.4,23730,26356,2459,303,618,2811,7216,15408,"young adult","dystopian","dystopian","young adult","science fiction"
4753,189147,"345419677","Philip José Farmer","To Your Scattered Bodies Go (Riverworld, #1)",3.94,22741,23991,665,427,1395,5415,8710,8044,"science fiction","science fiction","fantasy","science fiction","science fiction"
4754,114132,"515142867","Nora Roberts","Midnight Bayou",3.96,25476,26857,764,299,1349,6724,9334,9151,"romance","nora-roberts","mystery","fiction","paranormal"
4755,12967,"156031191","Mark Helprin","Winter's Tale",3.5,19932,23168,3850,2418,3239,4817,5723,6971,"fantasy","fiction","did-not-finish","couldn-t-finish","magical-realism"
4756,106646,"1568650957","Sidney Sheldon","The Doomsday Conspiracy",3.59,17093,18567,602,596,2010,5828,6174,3959,"sidney-sheldon","fiction","thriller","mystery","suspense"
4757,201175,"1423301854","J.D. Robb, Susan Ericksen","Rapture in Death (In Death, #4)",4.26,26184,31440,1093,68,505,4878,11770,14219,"mystery","romance","j-d-robb","jd-robb","crime"
4758,161744,"143036254","Thomas Paine","Common Sense",3.97,16864,22652,1122,281,1132,5353,8174,7712,"history","non-fiction","classics","philosophy","politics"
4759,54529,"767903579","Adeline Yen Mah","Falling Leaves: The Memoir of an Unwanted Chinese Daughter",3.88,19598,21301,1636,317,1123,5386,8488,5987,"non-fiction","memoir","china","biography","non-fiction"
4761,13416236,"1250011914","C.C. Hunter","Whispers at Moonrise (Shadow Falls, #4)",4.38,28430,29922,1339,212,657,3437,8916,16700,"young adult","vampires","fantasy","young adult","werewolves"
4762,7148931,"030746363X","Timothy Ferriss","The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",3.76,15007,20858,1367,569,1711,5386,7654,5538,"health","non-fiction","self-help","self-help","reference"
4763,58314,"375727019","Michel Houellebecq, Frank Wynne","The Elementary Particles",3.78,13577,21691,1317,794,1747,4883,8198,6069,"fiction","french","france","literature","french-literature"
4765,224410,"785114777","Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker","Dracula (Marvel Illustrated)",3.93,14660,14729,37,530,858,3138,4859,5344,"classics","graphic novels","horror","comics","fiction"
4766,207266,"439014573","Dav Pilkey","The Adventures of Captain Underpants (Captain Underpants, #1)",3.84,22535,24414,1665,1219,2033,5555,6124,9483,"children","humor","children","fiction","children"
4767,13435889,"547564651","Paul Tough","How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",3.91,16402,18145,1947,323,872,4268,7381,5301,"non-fiction","parenting","education","non-fiction","psychology"
4768,149049,"446677949","Arthur C. Clarke","The Fountains of Paradise",3.96,20012,21536,462,164,867,5265,8697,6543,"science fiction","science fiction","fiction","science fiction","science fiction"
4769,98920,"670038342","Elif Shafak","The Bastard of Istanbul",3.79,14215,21564,2688,522,1543,5490,8464,5545,"fiction","turkey","historical-fiction","middle-east","turkish-literature"
4770,17237214,"307931900","David Levithan","Two Boys Kissing",4.11,24587,27058,3187,1030,1238,4237,7808,12745,"young adult","lgbtq","young adult","lgbtq","contemporary"
4771,5171894,"61231401","James Rollins","The Doomsday Key (Sigma Force, #6)",4.16,19510,21831,864,169,555,3623,8819,8665,"james-rollins","fiction","adventure","mystery","sigma-force"
4772,21726,"1400043875","Scott B. Smith","The Ruins",3.5,21613,23932,2760,1489,2856,6816,7822,4949,"horror","fiction","suspense","mystery","adventure"
4773,336245,"60525657","Erin Hunter","A Dangerous Path (Warriors, #5)",4.42,26126,27711,727,154,522,3161,7526,16348,"fantasy","animals","warriors","erin-hunter","fiction"
4774,543339,"449000753","Michael Blake","Dances with Wolves (Dances with Wolves, #1)",4.19,19133,20366,389,259,702,3341,6638,9426,"historical-fiction","fiction","western","historical","classics"
4775,153779,"375814698","Tamora Pierce","Bloodhound (Beka Cooper, #2)",4.26,29414,30570,993,216,826,4450,10390,14688,"fantasy","young adult","young adult","tamora-pierce","fiction"
4776,6122735,"160751351X","Brent Weeks","The Night Angel Trilogy (Night Angel, #1-3)",4.42,17523,19298,504,153,391,1834,5695,11225,"fantasy","fiction","science fiction","magic","dark-fantasy"
4777,426025,"675093244","William Faulkner","A Rose for Emily and Other Stories",4.06,22629,23045,419,287,1072,4609,8091,8986,"classics","short-stories","fiction","short-story","horror"
4779,321545,"446400157","Ellis Peters","A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",3.99,23590,25351,1004,336,913,5780,10003,8319,"mystery","mystery","historical-fiction","ellis-peters","mystery"
4780,233389,"019283410X","Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella","The Lives of the Artists",3.78,18288,18738,106,1162,1589,4059,5271,6657,"art","non-fiction","biography","history","art-history"
4781,84139,"312934335","Sherrilyn Kenyon","Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",4.34,32491,34809,968,102,589,4620,11491,18007,"romance","romance","sherrilyn-kenyon","fantasy","dark-hunter"
4782,4935682,"747594155","Angie Sage","Syren (Septimus Heap, #5)",4.1,25245,26679,746,295,1064,5244,9193,10883,"fantasy","young adult","magic","septimus-heap","fiction"
4783,5558786,"3453532988","Dmitry Glukhovsky, M. David Drevs","Metro 2033 (METRO, #1)",3.98,15858,23330,1545,425,1428,4526,8809,8142,"science fiction","science fiction","horror","post-apocalyptic","fiction"
4784,5396496,"1741753597","Christos Tsiolkas","The Slap",3.16,18037,21468,2781,2342,3586,6580,6319,2641,"fiction","australian","australian-author","australia","dnf"
4785,207781,"64301389","Robert Henri, Forbes Watson, Margery A. Ryerson","The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)",3.87,16333,16547,130,844,1426,3427,4138,6712,"art","non-fiction","art","non-fiction","philosophy"
4786,17171909,"1611099692","Marcus Sakey","Brilliance (Brilliance Saga, #1)",3.95,11235,22377,1964,346,1001,4700,9791,6539,"science fiction","science fiction","fiction","thriller","maybe"
4788,9799,"571219357","Jonathan Lethem","The Fortress of Solitude",3.87,15100,18114,1369,421,1188,3995,7181,5329,"rory-gilmore-reading-challenge","rory-gilmore-challenge","rory-gilmore","literature","contemporary-fiction"
4789,379316,"553804820","Dean Koontz","The Darkest Evening of the Year",3.71,21297,22552,1533,640,2073,6435,7414,5990,"dean-koontz","horror","fiction","mystery","koontz"
4790,18077769,"374104107","Jeff VanderMeer","Authority (Southern Reach, #2)",3.55,18430,22147,2640,479,2316,7397,8433,3522,"science fiction","science fiction","fiction","horror","fantasy"
4791,277190,"689859406","Holly Black, Tony DiTerlizzi","The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",3.92,28129,28934,818,316,1495,7798,9786,9539,"fantasy","children","fiction","children","young adult"
4792,11101772,"61966908","Caroline Preston","The Scrapbook of Frankie Pratt",3.72,20508,20548,734,1195,2160,4894,5257,7042,"historical-fiction","fiction","graphic novels","graphic-novel","historical"
4793,251762,"385498802","Myla Goldberg","Bee Season",3.55,21160,22184,1484,661,2299,7318,8016,3890,"fiction","jewish","adult-fiction","contemporary-fiction","coming-of-age"
4794,182012,"60567112","Karin Slaughter","Indelible (Grant County, #4)",4.19,20930,23634,685,155,520,3918,9155,9886,"karin-slaughter","mystery","crime","thriller","fiction"
4795,236208,"425098648","Dean Koontz","Night Chills",3.86,20424,20815,252,275,1151,6024,7117,6248,"horror","dean-koontz","fiction","koontz","thriller"
4796,29254,"517543052","Ram Dass, Richard Alpert","Be Here Now",4.27,18275,18669,598,268,616,2724,5214,9847,"spirituality","philosophy","non-fiction","spirituality","religion"
4797,6530,"425204200","Patricia Cornwell","Trace (Kay Scarpetta, #13)",3.76,23287,25347,731,416,1887,7564,8950,6530,"thriller","cornwell","cornwell-patricia","patricia-cornwell","mystery-suspense"
4798,1279686,"440243904","Conn Iggulden","Genghis: Birth of an Empire (Conqueror, #1)",4.34,16498,20307,1169,95,284,2282,7668,9978,"historical-fiction","fiction","historical","history","conn-iggulden"
4799,291354,"345373529","David Eddings","The Ruby Knight (The Elenium, #2)",3.96,24586,25848,198,240,1390,6250,9329,8639,"fantasy","fiction","david-eddings","science fiction","science fiction"
4800,32638,"60177241","Clive Barker","The Thief of Always",4.18,19799,22200,1275,138,613,3904,7989,9556,"young adult","young adult","fantasy","horror","supernatural"
4801,715791,"553589385","Lara Adrian","Kiss of Crimson (Midnight Breed, #2)",4.17,31897,34621,1147,262,1108,6094,12314,14843,"romance","vampires","paranormal","romance","lara-adrian"
4802,2653622,"345497627","Tess Gerritsen","The Keepsake (Rizzoli & Isles, #7)",4.09,21829,26326,1397,110,574,5338,11158,9146,"mystery","tess-gerritsen","crime","thriller","fiction"
4803,17660462,"316219266","Brad Stone","The Everything Store: Jeff Bezos and the Age of Amazon",4.06,20539,24678,1577,391,774,4261,10710,8542,"business","biography","non-fiction","non-fiction","biography"
4805,3585344,"1416580948","Kresley Cole","Kiss of a Demon King (Immortals After Dark #7)",4.35,31111,33311,1131,145,684,4073,10851,17558,"romance","paranormal","romance","kresley-cole","fantasy"
4806,478951,"553813153","Steven Erikson","The Bonehunters (Malazan Book of the Fallen, #6)",4.42,20359,22668,603,116,320,2100,7539,12593,"fantasy","malazan","science fiction","fiction","malazan-book-of-the-fallen"
4807,16119079,"988695103","Heidi McLaughlin","Forever My Girl (The Beaumont Series, #1)",4.04,32853,35416,2201,617,1596,6661,13470,13072,"romance","new-adult","contemporary","contemporary-romance","music"
4808,22341276,"1477825940","Charlie N. Holmberg","The Glass Magician (The Paper Magician Trilogy, #2)",3.87,13650,22974,1786,174,1149,6238,9437,5976,"fantasy","young adult","magic","romance","fiction"
4809,10098912,"9380658674","Ashwin Sanghi","Chanakya's Chant",3.68,15474,17270,1119,461,1524,4860,6697,3728,"fiction","historical-fiction","indian-authors","thriller","indian-fiction"
4810,12467,"312265050","Norman Mailer","The Naked and the Dead",3.94,18912,19912,641,358,1059,4375,7826,6294,"war","fiction","historical-fiction","rory-gilmore-reading-challenge","classics"
4811,35100,"019516895X","James M. McPherson","Battle Cry of Freedom",4.32,19132,20326,890,265,555,2404,6214,10888,"history","civil-war","non-fiction","non-fiction","war"
4812,646056,"307162346","Michael Teitelbaum, Sue DiCicco","The Little Mermaid",4.36,21994,22079,71,323,756,3161,4231,13608,"fantasy","classics","disney","children-books","mermaids"
4813,86424,"044661761X","James Patterson, Andrew Gross","Lifeguard",3.76,20053,21613,794,286,1396,6763,7906,5262,"james-patterson","mystery","fiction","patterson","thriller"
4814,7783920,"038573882X","Rob Buyea","Because of Mr. Terupt",4.34,20632,22507,2504,244,525,2713,6883,12142,"realistic-fiction","middle-grade","fiction","young adult","children"
4815,37739,"330398059","Judy Blume","Blubber",3.78,25402,27462,961,486,1685,8274,9879,7138,"young adult","fiction","children","children","children"
4816,7954556,"61783196","Jeaniene Frost","One Grave at a Time (Night Huntress, #6)",4.25,34506,37594,1971,168,934,5778,13344,17370,"vampires","urban-fantasy","paranormal","romance","romance"
4817,9897164,"1937053164","Jennifer L. Armentrout","Apollyon (Covenant, #4)",4.4,31942,34041,2255,221,740,3490,10240,19350,"young adult","fantasy","paranormal","mythology","romance"
4818,6202661,"7288387","Lindsey Kelk","I Heart New York (I Heart, #1)",3.84,19491,20465,955,716,1673,4895,5984,7197,"chick-lit","romance","fiction","chicklit","contemporary"
4819,2213324,"545040523","Meg Cabot","Airhead (Airhead, #1)",3.77,32457,34101,2002,875,2861,9350,11142,9873,"young adult","young adult","romance","chick-lit","meg-cabot"
4820,25190,"452281458","A.N. Roquelaure, Anne Rice","Beauty's Release (Sleeping Beauty, #3)",3.71,22424,24040,652,1218,2541,6190,6212,7879,"erotica","fiction","romance","bdsm","erotic"
4821,3389671,"152063846","Beth Fantaskey","Jessica's Guide to Dating on the Dark Side (Jessica, #1)",3.85,32763,35481,2799,1142,2833,8503,10877,12126,"vampires","young adult","romance","paranormal","fantasy"
4822,26596,"871401525","E.E. Cummings","Complete Poems, 1904-1962",4.35,18662,18814,196,203,429,2315,5491,10376,"poetry","classics","poems","literature","classics"
4823,1635,"609610570","Larry Bossidy, Ram Charan, Charles Burck","Execution: The Discipline of Getting Things Done",3.83,18065,18545,313,502,1362,4635,6322,5724,"business","business","business","business","non-fiction"
4824,20663702,"393240231","Caitlin Doughty","Smoke Gets in Your Eyes: And Other Lessons from the Crematory",4.04,10979,21669,3029,550,941,3694,8369,8115,"non-fiction","non-fiction","memoir","death","science"
4825,7096123,"399156585","Daniel Silva","The Rembrandt Affair (Gabriel Allon, #10)",4.26,18957,21773,1173,121,326,2868,8829,9629,"fiction","thriller","daniel-silva","mystery","espionage"
4827,373915,"61147974","Joe Hill, Christopher Golden","20th Century Ghosts",3.95,21987,24783,1803,538,1275,5254,9463,8253,"horror","short-stories","fiction","fantasy","joe-hill"
4828,6819,"375724508","David Mitchell","Ghostwritten",4.06,17900,21178,1868,181,793,3703,9341,7160,"fiction","fantasy","contemporary","literature","literary-fiction"
4830,8709528,"159514322X","Richelle Mead","The Ruby Circle (Bloodlines, #6)",4.22,29260,32890,4043,287,1123,5153,10792,15535,"young adult","vampires","fantasy","paranormal","romance"
4831,5983694,"316114278","Grace Lin","Where the Mountain Meets the Moon",4.24,24371,25678,3364,412,847,3501,8419,12499,"fantasy","fiction","middle-grade","children","children"
4832,125190,"087923573X","Arthur Ransome","Swallows and Amazons (Swallows and Amazons, #1)",3.98,21716,23051,712,642,1298,4729,7511,8871,"fiction","classics","children","children","children"
4833,9442157,"1402245793","Olivia Cunning","Rock Hard (Sinners on Tour, #2)",4.11,35676,37208,1837,464,1612,6583,13099,15450,"romance","erotica","contemporary","contemporary-romance","adult"
4835,1407874,"9793062924","Andrea Hirata","Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",4.09,12998,13505,1148,115,470,2621,5115,5184,"novel","indonesian","fiction","indonesia","andrea-hirata"
4836,28116,"743250621","A.J. Jacobs","The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World",3.77,22226,23256,2358,363,1599,6470,9528,5296,"memoir","biography","memoirs","humour","biography-memoir"
4837,15811495,"525953078","Lisa Gardner","Touch & Go (Tessa Leoni, #2)",4.05,19016,22686,2171,204,671,4257,10159,7395,"mystery","lisa-gardner","thriller","suspense","fiction"
4838,126807,"1400047463","Chris Bohjalian","The Double Bind",3.62,22067,23773,3551,783,2346,6910,8931,4803,"fiction","mystery","bookclub","audio","contemporary"
4839,9751378,"312642695","Mary Kay Andrews","Summer Rental",3.78,20723,23166,2233,304,1417,6893,9075,5477,"chick-lit","fiction","romance","mary-kay-andrews","southern"
4840,23553419,"7563035","S.K. Tremayne","The Ice Twins",3.68,16718,23228,3015,682,2138,6540,8485,5383,"thriller","mystery","fiction","horror","suspense"
4841,17899696,"1455549002","J.A. Redmerski","The Edge of Always (The Edge of Never, #2)",4.02,17532,33118,2993,513,1839,6702,11539,12525,"romance","contemporary","contemporary-romance","dnf","read-in-2013"
4842,2873,"452284449","Tracy Chevalier","The Virgin Blue",3.65,23484,24715,1554,448,2266,7840,9042,5119,"historical-fiction","fiction","historical","france","art"
4843,15797397,"1400069807","Michael Moss","Salt Sugar Fat: How the Food Giants Hooked Us",3.98,18542,20455,2615,407,876,4094,8465,6613,"non-fiction","food","non-fiction","health","science"
4844,225038,"152020683","Edward Eager, N.M. Bodecker","Half Magic (Tales of Magic, #1)",3.94,28580,29719,1264,507,1478,7170,10600,9964,"fantasy","children","fiction","children","children"
