"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
4970,8517008,"Alan Bradley","A Red Herring Without Mustard (Flavia de Luce, #3)",4,133,556,5507,14136,9161,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","fiction","historical-fiction","mystery","young adult"
4971,18728,"Doris Kearns Goodwin","No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II",4,713,1072,3635,8217,13466,"https://images.gr-assets.com/books/1423756471m/18728.jpg","history","biography","non-fiction","non-fiction","american-history"
4972,414298,"Richard Russo","Straight Man",4,263,931,3985,8177,7022,"https://images.gr-assets.com/books/1430659357m/414298.jpg","fiction","humor","contemporary","academia","contemporary-fiction"
4973,10739,"Walker Percy","The Moviegoer",3.5,656,2010,5228,7080,5120,"https://images.gr-assets.com/books/1437668043m/10739.jpg","fiction","classics","literature","national-book-award","southern"
4974,87346,"Anton Chekhov, Tom    Murphy","The Cherry Orchard",3.5,597,2154,6703,7892,5422,"https://images.gr-assets.com/books/1464433142m/87346.jpg","plays","classics","drama","russian","fiction"
4975,4835838,"Wendy Mass","11 Birthdays (Willow Falls, #1)",4,248,804,4099,7652,10624,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","middle-grade","realistic-fiction","fiction","friendship"
4976,7329,"J.R.R. Tolkien, Christopher Tolkien","Unfinished Tales of Númenor and Middle-Earth",4,211,1245,5737,8781,7276,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","classics","j-r-r-tolkien","fantasy"
4977,9461872,"Ann Brashares","Sisterhood Everlasting (Sisterhood, #5)",4,555,1930,6759,10838,9284,"https://images.gr-assets.com/books/1327878529m/9461872.jpg","young adult","fiction","chick-lit","young adult","contemporary"
4978,349090,"Grant Naylor","Infinity Welcomes Careful Drivers (Red Dwarf #1)",4,211,819,4365,7675,7211,"https://images.gr-assets.com/books/1403947775m/349090.jpg","science fiction","humor","science fiction","humour","comedy"
4979,33459,"Christopher Moore","Coyote Blue",4,270,1398,6797,8035,5056,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","humor","fantasy","comedy","christopher-moore"
4981,87665,"G.K. Chesterton","Orthodoxy",4,481,787,2858,6402,10901,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","religion","christianity","christianity","catholic","theology"
4982,426625,"Jane O'Connor, Robin Preiss Glasser","Fancy Nancy",4,483,1079,3876,5647,10656,"https://images.gr-assets.com/books/1376473636m/426625.jpg","picture-books","children","children","children","picture-book"
4983,3692,"Graham Greene","The Heart of the Matter",4,275,953,4426,8660,6821,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","africa","literature","fiction","british"
4984,21535019,"Jeff Kinney","The Long Haul (Diary of a Wimpy Kid, #9)",4.5,528,896,3526,6724,15921,"https://images.gr-assets.com/books/1408500992m/21535019.jpg","diary-of-a-wimpy-kid","humor","fiction","middle-grade","children"
4985,169871,"Patricia C. Wrede, Peter de Sève","Talking to Dragons (Enchanted Forest Chronicles, #4)",4,272,915,5074,9550,13227,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","dragons","young adult","fiction"
4986,2029176,"James Patterson, Howard Roughan","Sail",4,487,1470,6164,8220,6043,"https://images.gr-assets.com/books/1344264435m/2029176.jpg","james-patterson","mystery","fiction","thriller","patterson"
4987,23301545,"Neil Gaiman, Chris Riddell","The Sleeper and the Spindle",4,861,1340,5238,9259,8010,"https://images.gr-assets.com/books/1412343723m/23301545.jpg","fantasy","graphic novels","fairy-tales","young adult","fiction"
4988,18114142,"Susan Meissner","A Fall of Marigolds",4,194,729,4017,9377,6982,"https://images.gr-assets.com/books/1385964725m/18114142.jpg","historical-fiction","fiction","historical","bookclub","audio"
4989,18750,"A.N. Roquelaure, Anne Rice","Beauty's Punishment (Sleeping Beauty, #2)",3.5,1274,2728,6361,6126,6740,"https://images.gr-assets.com/books/1426861477m/18750.jpg","fiction","erotica","romance","adult","erotic"
4990,285011,"Dee Henderson","The Negotiator (O'Malley, #1)",4.5,204,542,2891,6428,11434,"https://images.gr-assets.com/books/1406508359m/285011.jpg","christianity","christianity","fiction","romance","mystery"
4991,13041934,"Ravinder Singh","Can Love Happen Twice?",3.5,1359,2671,4924,4048,3170,"https://images.gr-assets.com/books/1321016822m/13041934.jpg","romance","fiction","indian-authors","love","ravinder-singh"
4992,3124249,"Gregory Maguire, Douglas Smith","A Lion Among Men (The Wicked Years, #3)",3.5,1150,4109,8788,6178,3501,"https://images.gr-assets.com/books/1370992593m/3124249.jpg","fantasy","fiction","gregory-maguire","fairy-tales","my-books"
4993,43908,"Raymond E. Feist","Shadow of a Dark Queen (The Serpentwar Saga, #1)",4,125,736,5071,8953,7256,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","fantasy","raymond-e-feist","feist"
4994,11466,"Tobias Wolff","This Boy's Life",4,257,953,4430,8727,6643,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","memoir","non-fiction","memoirs","non-fiction","biography"
4995,3993839,"Jonathan Maberry","Patient Zero (Joe Ledger, #1)",4,508,1148,4274,7523,7749,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","zombies","horror","thriller","zombie","fiction"
4996,545951,"Willa Cather","Death Comes for the Archbishop",4,580,1545,5347,8291,7298,"https://images.gr-assets.com/books/1436632846m/545951.jpg","fiction","classics","historical-fiction","classics","literature"
4997,7942786,"Patricia Briggs","Fair Game (Alpha & Omega, #3)",4.5,96,451,4205,12997,17235,"https://images.gr-assets.com/books/1327472384m/7942786.jpg","urban-fantasy","fantasy","paranormal","romance","romance"
4998,17312201,"Rick Riordan","The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",4.5,348,690,4023,7989,13204,"https://images.gr-assets.com/books/1367948073m/17312201.jpg","fantasy","percy-jackson","mythology","young adult","fiction"
4999,52823,"Molière, Martin Sorrell","Tartuffe",3.5,545,2313,7569,8829,5484,"https://images.gr-assets.com/books/1319501006m/52823.jpg","plays","classics","drama","french","theatre"
5000,4701550,"Larissa Ione","Passion Unleashed (Demonica #3)",4.5,266,690,3868,9459,15632,"https://images.gr-assets.com/books/1344267582m/4701550.jpg","romance","paranormal","romance","demons","vampires"
5001,1896346,"Kazune Kawahara","High School Debut, Vol. 01 (High School Debut, #1)",4,664,1205,3798,5088,10511,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","manga","romance","graphic novels","mangas","shoujo"
5002,10400407,"أثير عبدالله النشمي","في ديسمبر تنتهي كل الأحلام",3.5,1601,2897,4977,3958,3978,"https://images.gr-assets.com/books/1304699101m/10400407.jpg","pdf","arabic","روايات-عربية","arabic-books","arabic-novels"
5003,386234,"Mercer Mayer","Just for You (Little Critter)",4,265,812,4050,5630,12222,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","children","picture-books","children","children"
5004,294047,"James Rollins","Amazonia",4,203,765,4150,8178,8784,"https://images.gr-assets.com/books/1440044334m/294047.jpg","thriller","adventure","fiction","james-rollins","action-adventure"
5005,46674,"David D. Burns","Feeling Good: The New Mood Therapy",4,584,1127,3881,5692,6924,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","self-help","health","mental-health","non-fiction"
5006,114184,"Nora Roberts","Blue Smoke",4,252,1220,6393,9565,8732,"https://images.gr-assets.com/books/1309286007m/114184.jpg","romantic-suspense","mystery","fiction","contemporary-romance","suspense"
5007,6528,"Patricia Cornwell","Predator (Kay Scarpetta, #14)",3.5,717,2195,7021,8062,5686,"https://images.gr-assets.com/books/1310552145m/6528.jpg","mystery","fiction","crime","thriller","kay-scarpetta"
5008,720298,"Melody Beattie","Codependent No More: How to Stop Controlling Others and Start Caring for Yourself",4,315,853,3510,6440,8720,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","self-help","non-fiction","non-fiction","psychology","relationships"
5009,254308,"Ivan Goncharov, Stephen Pearl, Galya Diment","Oblomov",4,493,1299,4018,7052,8130,"https://images.gr-assets.com/books/1456384296m/254308.jpg","classics","russia","russian-lit","literature","classics"
5010,198332,"Clive Cussler","Inca Gold (Dirk Pitt, #12)",4,131,688,5425,9017,6417,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","adventure","clive-cussler","dirk-pitt","thriller"
5011,18167006,"Ruth Reichl","Delicious!",4,483,1570,5500,7830,4935,"https://images.gr-assets.com/books/1404478598m/18167006.jpg","food","fiction","audio","romance","foodie"
5012,6496815,"Po Bronson, Ashley Merryman","NurtureShock: New Thinking About Children",4,218,733,3803,8585,6715,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","non-fiction","parenting","psychology","education"
5013,1849,"Nelson DeMille","Wild Fire (John Corey, #4)",4,192,740,4446,8588,6206,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","mystery","suspense","thriller","mystery"
5014,154423,"Mary Higgins Clark","Two Little Girls in Blue",4,290,1407,6222,7849,6487,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","mary-higgins-clark","fiction","suspense","thriller"
5015,589979,"Raymond E. Feist, Janny Wurts","Daughter of the Empire (The Empire Trilogy, #1)",4,181,757,3846,8761,12108,"https://images.gr-assets.com/books/1404668411m/589979.jpg","fantasy","fiction","fantasy","fantasy","science fiction"
5016,688191,"Neal Shusterman","Everlost (Skinjacker, #1)",4,587,1528,5731,8966,8966,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","young adult","paranormal","fiction"
5017,8534799,"Kresley Cole","Dreams of a Dark Warrior (Immortals After Dark #11)",4.5,179,567,3319,9425,17034,"https://images.gr-assets.com/books/1285724086m/8534799.jpg","romance","paranormal","romance","kresley-cole","vampires"
5018,7824997,"John Grisham, Richard Thomas","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",3.5,609,1937,6872,7939,6011,"https://images.gr-assets.com/books/1275094812m/7824997.jpg","mystery","young adult","fiction","crime","young adult"
5019,34072,"Chris Ware","Jimmy Corrigan, the Smartest Kid on Earth",4,664,1163,2855,5391,9047,"https://images.gr-assets.com/books/1327962921m/34072.jpg","graphic novels","comics","graphic-novel","fiction","graphic"
5020,39980,"Richard Peck","A Year Down Yonder (A Long Way from Chicago, #2)",4,454,1004,4422,8278,10192,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","young adult","newbery","fiction","children"
5022,4516,"Carlos Ruiz Zafón","Marina",4,304,1299,5383,9274,8669,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","horror","fiction","mystery","fantasy"
5023,7135858,"Ann Brashares","My Name Is Memory",3.5,852,2523,7160,9288,6804,"https://images.gr-assets.com/books/1307512606m/7135858.jpg","fantasy","historical-fiction","young adult","chick-lit","paranormal"
5024,15054,"Jeanette Winterson","Written on the Body",4,344,997,3563,6619,8212,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","lgbtq","lgbtq","romance","contemporary"
5025,7849341,"Colleen Houck","Tiger's Voyage (The Tiger Saga, #3)",4.5,398,938,3294,6616,15703,"https://images.gr-assets.com/books/1320459742m/7849341.jpg","fantasy","young adult","romance","young adult","mythology"
5026,605015,"Dean Koontz","Dead and Alive (Dean Koontz's Frankenstein, #3)",4,305,1070,4583,6906,7807,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","horror","dean-koontz","fiction","koontz","thriller"
5027,4591,"Matt Ridley","Genome: the Autobiography of a Species in 23 Chapters",4,422,777,3656,7196,6866,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","science","non-fiction","biology","non-fiction","genetics"
5028,53580,"Sandra Boynton","The Going-To-Bed Book",4,281,757,3667,6038,10631,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","children","picture-books","children","children"
5029,112675,"Louise Rennison","Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",4,400,1362,6431,8864,9530,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","young adult","fiction","chick-lit","humor"
5030,27526,"Tim LaHaye, Jerry B. Jenkins","Desecration (Left Behind, #9)",4,463,1166,4409,6539,8120,"https://images.gr-assets.com/books/1406505722m/27526.jpg","christianity","christianity","fiction","left-behind","left-behind-series"
5031,18114068,"Phil Klay","Redeployment",4,284,843,3662,7575,5750,"https://images.gr-assets.com/books/1417987993m/18114068.jpg","short-stories","fiction","war","military","non-fiction"
5032,6512140,"Libba Bray","Going Bovine",3.5,1693,2996,6374,8229,7941,"https://images.gr-assets.com/books/1320391025m/6512140.jpg","young adult","young adult","fantasy","fiction","humor"
5033,25807,"James M. Cain","The Postman Always Rings Twice",4,421,1454,6188,9203,5902,"https://images.gr-assets.com/books/1344265267m/25807.jpg","fiction","classics","mystery","crime","noir"
5034,6555517,"Carrie Ryan","The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",4,669,1921,6150,9683,9578,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","young adult","dystopian","zombies","dystopian"
5035,9530,"Robert Kurson","Shadow Divers",4.5,185,419,2485,7204,8970,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","non-fiction","history","adventure","biography"
5036,8293938,"Clare Vanderpool","Moon Over Manifest",4,567,1125,4570,9591,8938,"https://images.gr-assets.com/books/1320541883m/8293938.jpg","historical-fiction","newbery","young adult","fiction","middle-grade"
5037,77103,"Amitav Ghosh","The Glass Palace",4,219,867,3990,7401,5264,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","historical-fiction","india","asia","burma"
5038,10710392,"Jessica Anthony, Rodrigo Corral","Chopsticks",3.5,1062,1779,4481,4964,6091,"https://images.gr-assets.com/books/1364073067m/10710392.jpg","young adult","graphic novels","young adult","graphic-novel","romance"
5039,21853628,"Lisa Scottoline","Every Fifteen Minutes",3.5,524,1640,5547,7857,4644,"https://images.gr-assets.com/books/1428638866m/21853628.jpg","mystery","fiction","thriller","lisa-scottoline","suspense"
5040,16279856,"James Dashner","The Eye of Minds (The Mortality Doctrine, #1)",4,732,2073,6145,9021,8565,"https://images.gr-assets.com/books/1358659346m/16279856.jpg","young adult","science fiction","science fiction","young adult","dystopian"
5041,140278,"Agatha Christie","4:50 from Paddington (Miss Marple, #8)",4,128,923,7844,12209,7868,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","agatha-christie","crime","fiction","mystery"
5042,74036,"J.D. Robb","Ceremony in Death (In Death, #5)",4.5,100,548,4478,10720,13625,"https://images.gr-assets.com/books/1376018955m/74036.jpg","mystery","romance","jd-robb","j-d-robb","crime"
5043,18373214,"Jo Nesbø, Don Bartlett","Cockroaches (Harry Hole, #2)",3.5,176,1252,7439,9864,3888,"https://images.gr-assets.com/books/1418343189m/18373214.jpg","crime","mystery","fiction","thriller","jo-nesbo"
5044,140078,"Charlaine Harris","Grave Surprise (Harper Connelly, #2)",4,190,1340,8731,12451,8315,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","fantasy","charlaine-harris","urban-fantasy","fiction"
5045,3304,"Isabel Allende, Margaret Sayers Peden","City of the Beasts (Eagle and Jaguar, #1)",3.5,635,2134,6280,7515,5558,"https://images.gr-assets.com/books/1331488122m/3304.jpg","fantasy","young adult","fiction","young adult","adventure"
5046,2364284,"Naguib Mahfouz, نجيب محفوظ","أولاد حارتنا",4,599,891,2455,5261,7641,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","نجيب-محفوظ","روايات","naguib-mahfouz","روايات-عربية","رواية"
5047,68497,"China Miéville","The Scar (Bas-Lag, #2)",4,245,774,3644,9104,9490,"https://images.gr-assets.com/books/1320435192m/68497.jpg","fantasy","fiction","science fiction","steampunk","science fiction"
5048,23225,"Meg Cabot","Haunted (The Mediator, #5)",4,195,998,5959,10981,13235,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","paranormal","romance","young adult","fantasy"
5049,28553,"Anne McCaffrey","Dragondrums (Harper Hall, #3)",4,109,1035,6595,9959,10176,"https://images.gr-assets.com/books/1410942131m/28553.jpg","dragons","fantasy","fiction","young adult","pern"
5050,9545064,"Rachel Simon","The Story of Beautiful Girl",4,279,1111,5172,9503,6336,"https://images.gr-assets.com/books/1336851169m/9545064.jpg","historical-fiction","fiction","romance","adult-fiction","adult"
5051,18646,"Dava Sobel","Galileo's Daughter: A Historical Memoir of Science, Faith and Love",3.5,667,1607,6106,8420,5533,"https://images.gr-assets.com/books/1414607526m/18646.jpg","history","non-fiction","science","biography","non-fiction"
5052,42692,"Leon Uris","Mila 18",4.5,90,352,3095,7108,9525,"https://images.gr-assets.com/books/1359742799m/42692.jpg","historical-fiction","fiction","holocaust","historical","war"
5053,11391817,"Allen Say","Drawing from Memory",4,1140,1939,4719,5254,8088,"https://images.gr-assets.com/books/1328837508m/11391817.jpg","biography","art","memoir","non-fiction","non-fiction"
5054,1330324,"Amitav Ghosh","Sea of Poppies (Ibis Trilogy, #1)",4,317,927,3868,7794,5374,"https://images.gr-assets.com/books/1327376395m/1330324.jpg","fiction","historical-fiction","india","historical","asia"
5055,99245,"Isaac Asimov, Robert Silverberg","Nightfall",4,178,949,5026,8714,7725,"https://images.gr-assets.com/books/1368557860m/99245.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
5056,18005,"Melinda Long, David Shannon","How I Became a Pirate",4,373,1157,4425,6333,9324,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","picture-books","children","children","children","pirates"
5057,99208,"Edward Abbey","The Monkey Wrench Gang (Monkey Wrench Gang, #1)",4,210,732,3053,6325,6569,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","nature","environment","classics","humor"
5058,6323821,"John Irving","Last Night in Twisted River",3.5,580,1708,5141,8268,4979,"https://images.gr-assets.com/books/1399850194m/6323821.jpg","fiction","contemporary","historical-fiction","literary-fiction","contemporary-fiction"
5059,10115852,"Rob Bell","Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",3.5,2184,1771,4050,5805,5283,"https://images.gr-assets.com/books/1327878550m/10115852.jpg","non-fiction","theology","religion","christianity","christianity"
5060,9376345,"Rachel Caine","Bite Club (The Morganville Vampires, #10)",4,233,892,4496,8183,13186,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","vampire","rachel-caine","morganville-vampires","urban-fantasy"
5061,78970,"Jeffrey Archer","A Matter of Honor",4,197,784,4850,7478,5125,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","thriller","jeffrey-archer","mystery","archer"
5062,469901,"Linda Howard","Mr. Perfect",4,416,1139,5218,9512,10516,"https://images.gr-assets.com/books/1327960914m/469901.jpg","romance","romantic-suspense","suspense","contemporary","contemporary-romance"
5065,1225261,"Linwood Barclay","No Time for Goodbye (No Time For Goodbye #1)",4,223,926,4516,8859,6955,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","thriller","crime","fiction","linwood-barclay"
5066,207802,"Katherine Hannigan","Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",4,505,1491,5255,6759,6904,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","realistic-fiction","fiction","children","young adult","middle-grade"
5067,4703450,"Robin Hobb","The Dragon Keeper (Rain Wild Chronicles, #1)",4,269,1086,5714,9595,7089,"https://images.gr-assets.com/books/1330079386m/4703450.jpg","fantasy","dragons","fiction","robin-hobb","fantasy"
5068,210404,"Aldo Leopold","A Sand County Almanac and Sketches Here and There",4,184,601,2919,6156,9282,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","nature","non-fiction","science","philosophy"
5069,895886,"Eric Knight, Marguerite Kirmse","Lassie Come-Home",4,310,814,3632,5564,9341,"https://images.gr-assets.com/books/1316130656m/895886.jpg","classics","animals","fiction","children","children"
5070,178788,"T. Colin Campbell, Thomas M. Campbell II","The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",4,322,688,2629,5945,8870,"https://images.gr-assets.com/books/1376474019m/178788.jpg","food","health-nutrition","veganism","reference","non-fiction"
5071,1013383,"Julia Donaldson, Axel Scheffler","The Gruffalo",4.5,173,431,2028,5211,13371,"https://images.gr-assets.com/books/1329674496m/1013383.jpg","picture-books","children","children","children","children"
5072,359,"Douglas Adams","The Salmon of Doubt (Dirk Gently, #3)",4,183,1163,5791,8425,6852,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","science fiction","science fiction","fantasy","humour","non-fiction"
5073,250024,"Arthur C. Clarke","The City and the Stars",4,118,704,4298,8026,7803,"https://images.gr-assets.com/books/1340242824m/250024.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
5074,18667307,"Sui Ishida, 石田 スイ","Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",4.5,777,1077,4554,10673,29027,"https://images.gr-assets.com/books/1498748457m/18667307.jpg","manga","horror","graphic novels","fantasy","comics"
5075,352262,"Cressida Cowell","How to Train Your Dragon (How to Train Your Dragon, #1)",4,548,1840,6689,9091,8155,"https://images.gr-assets.com/books/1431930187m/352262.jpg","fantasy","dragons","children","children","fiction"
5076,6753,"David Foster Wallace","Brief Interviews with Hideous Men",4,422,1208,4382,7838,5652,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","short-stories","fiction","american","literature","dfw"
5077,170619,"Mary Higgins Clark","All Around the Town",4,147,791,6011,8133,6697,"https://images.gr-assets.com/books/1355139896m/170619.jpg","mystery","mary-higgins-clark","fiction","suspense","thriller"
5078,4758093,"Lauren Conrad","L.A. Candy (L.A. Candy, #1)",3.5,1192,3587,8352,6128,4143,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","chick-lit","young adult","fiction","contemporary"
5079,6618272,"Kiera Cass","The Siren",4,1015,2807,8396,10194,9862,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","romance","young adult","read-in-2016"
5080,43993,"Greg Iles","The Quiet Game",4,210,494,3199,8866,8547,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","fiction","thriller","suspense","crime"
5081,22680,"Joseph J. Ellis","American Sphinx: The Character of Thomas Jefferson",4,495,945,3917,6697,5571,"https://images.gr-assets.com/books/1403187214m/22680.jpg","history","biography","non-fiction","american-history","presidents"
5082,11777020,"Jo Nesbø, Don Bartlett","Headhunters",4,438,1483,6052,8732,5542,"https://images.gr-assets.com/books/1320551831m/11777020.jpg","crime","thriller","mystery","fiction","scandinavian"
5083,93793,"Daniel Silva","The Messenger (Gabriel Allon, #6)",4,178,393,2922,8150,7684,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","daniel-silva","thriller","fiction","mystery","espionage"
5084,243598,"Paul Bowles","The Sheltering Sky",4,490,1325,4185,7212,6621,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","classics","africa","travel","literature"
5085,22910900,"Patrick Ness","The Rest of Us Just Live Here",4,560,2098,8153,11561,7044,"https://images.gr-assets.com/books/1429800081m/22910900.jpg","young adult","fantasy","young adult","contemporary","fiction"
5086,1933181,"Alison Weir","The Lady Elizabeth",4,263,909,4899,8634,6807,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","historical","fiction","history","tudors"
5087,16131193,"Lily Koppel","The Astronaut Wives Club",3.5,1364,3301,7092,5662,2863,"https://images.gr-assets.com/books/1352436564m/16131193.jpg","non-fiction","history","non-fiction","biography","space"
5088,184419,"G.K. Chesterton, Jonathan Lethem","The Man Who Was Thursday: A Nightmare",4,394,1655,5586,8738,6683,"https://images.gr-assets.com/books/1403181403m/184419.jpg","classics","mystery","fantasy","literature","classics"
5089,764903,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey","Cheaper by the Dozen",4,355,1284,6465,10435,9955,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","non-fiction","biography","fiction","humor"
5090,2198274,"Douglas Preston, Mario Spezi","The Monster of Florence",3.5,443,1799,6746,9163,5159,"https://images.gr-assets.com/books/1306075698m/2198274.jpg","true-crime","non-fiction","mystery","history","non-fiction"
5091,112525,"Daniel Woodrell","Winter's Bone",4,350,1283,4893,9755,6726,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","mystery","contemporary","crime","contemporary-fiction"
5092,30243,"Laurell K. Hamilton","Seduced by Moonlight (Merry Gentry, #3)",4,401,1590,6308,9755,12199,"https://images.gr-assets.com/books/1500145890m/30243.jpg","fantasy","urban-fantasy","paranormal","romance","romance"
5093,1297150,"Bernard Cornwell","Sword Song (The Saxon Stories, #4)",4.5,31,206,2659,8813,8871,"https://images.gr-assets.com/books/1407111536m/1297150.jpg","historical-fiction","fiction","historical","bernard-cornwell","history"
5094,1734639,"Jessica Seinfeld","Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food",3.5,1390,2619,5606,4596,3895,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","food","food","non-fiction","food","food"
5095,228534,"Anita Shreve","The Weight of Water",3.5,442,1974,7402,8542,4208,"https://images.gr-assets.com/books/1327936566m/228534.jpg","fiction","anita-shreve","contemporary-fiction","chick-lit","contemporary"
5096,16062210,"Katie Ashley","Music of the Heart (Runaway Train, #1)",4,886,1896,6374,11851,12936,"https://images.gr-assets.com/books/1458915186m/16062210.jpg","romance","new-adult","music","contemporary","contemporary-romance"
5097,41951,"Maeve Binchy","Scarlet Feather",4,141,817,5761,9175,6304,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","chick-lit","maeve-binchy","ireland","romance"
